region,city,category,total_deals,average,Date
Eastern Province,Dammam,Apartment - Residential,22737,17027.90195,2022-01-01
Eastern Province,Al Dhibiyah,Apartment - Residential,177,13649.79021,2022-01-01
Eastern Province,Al Oyoun,Apartment - Residential,192,14021.92941,2022-01-01
Eastern Province,Al Qatif,Apartment - Residential,2339,16194.75446,2022-01-01
Eastern Province,Al Qaisumah,Apartment - Residential,114,10995.12195,2022-01-01
Eastern Province,Al Nairyah,Apartment - Residential,230,14486.35676,2022-01-01
Eastern Province,Buqayq,Apartment - Residential,171,16386.36364,2022-01-01
Eastern Province,Hafar Al Batin,Apartment - Residential,2437,11348.21193,2022-01-01
Eastern Province,Ras Tanura,Apartment - Residential,623,15329.29515,2022-01-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,6,8716.666666,2022-01-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,3,9666.666666,2022-01-01
Eastern Province,Mulayjah,Apartment - Residential,4,9375.0,2022-01-01
Eastern Province,Al Ahsa,Villa - Residential,118,20978.09524,2022-01-01
Eastern Province,Al Jubail,Villa - Residential,160,52215.93478,2022-01-01
Eastern Province,Al Khobar,Villa - Residential,506,71622.20628,2022-01-01
Eastern Province,Al Khafji,Villa - Residential,10,20100.0,2022-01-01
Eastern Province,Dammam,Villa - Residential,361,55696.19608,2022-01-01
Eastern Province,Al Oyoun,Villa - Residential,3,12800.0,2022-01-01
Eastern Province,Al Qatif,Villa - Residential,22,35684.21053,2022-01-01
Eastern Province,Al Qaisumah,Villa - Residential,2,21600.0,2022-01-01
Eastern Province,Al Nairyah,Villa - Residential,2,27000.0,2022-01-01
Eastern Province,Buqayq,Villa - Residential,3,31666.66667,2022-01-01
Eastern Province,Hafar Al Batin,Villa - Residential,31,24000.0,2022-01-01
Eastern Province,Ras Tanura,Villa - Residential,2,27500.0,2022-01-01
Eastern Province,Qaryat Al Ulya,Villa - Residential,1,58000.0,2022-01-01
Eastern Province,Al Ahsa,Studio - Residential,352,10455.76471,2022-04-01
Eastern Province,Al Jubail,Studio - Residential,368,13246.06164,2022-04-01
Eastern Province,Al Khobar,Studio - Residential,972,15734.74028,2022-04-01
Eastern Province,Al Khafji,Studio - Residential,43,11996.27907,2022-04-01
Eastern Province,Dammam,Studio - Residential,2062,11802.86423,2022-04-01
Eastern Province,Al Dhibiyah,Studio - Residential,1,15000.0,2022-04-01
Eastern Province,Al Oyoun,Studio - Residential,9,17400.0,2022-04-01
Eastern Province,Al Qatif,Studio - Residential,32,11086.2069,2022-04-01
Eastern Province,Al Qaisumah,Studio - Residential,4,14700.0,2022-04-01
Eastern Province,Al Nairyah,Studio - Residential,18,15400.0,2022-04-01
Eastern Province,Buqayq,Studio - Residential,6,11466.66667,2022-04-01
Eastern Province,Hafar Al Batin,Studio - Residential,120,12433.78378,2022-04-01
Eastern Province,Ras Tanura,Studio - Residential,25,13381.81818,2022-04-01
Eastern Province,Qaryat Al Ulya,Studio - Residential,2,4800.0,2022-04-01
Eastern Province,Al Ahsa,Duplex - Residential,23,21239.13043,2022-04-01
Eastern Province,Al Jubail,Duplex - Residential,18,33500.0,2022-04-01
Eastern Province,Al Khobar,Duplex - Residential,137,59771.48148,2022-04-01
Eastern Province,Dammam,Duplex - Residential,185,39919.77273,2022-04-01
Eastern Province,Al Oyoun,Duplex - Residential,2,20000.0,2022-04-01
Eastern Province,Al Qatif,Duplex - Residential,44,25890.35714,2022-04-01
Eastern Province,Buqayq,Duplex - Residential,1,15000.0,2022-04-01
Eastern Province,Hafar Al Batin,Duplex - Residential,10,19920.0,2022-04-01
Eastern Province,Ras Tanura,Duplex - Residential,2,25500.0,2022-04-01
Eastern Province,Al Ahsa,Floor - Residential,220,15498.80612,2022-04-01
Eastern Province,Al Jubail,Floor - Residential,16,57636.36364,2022-04-01
Eastern Province,Al Khobar,Floor - Residential,170,32375.95902,2022-04-01
Eastern Province,Al Khafji,Floor - Residential,31,19730.76923,2022-04-01
Eastern Province,Dammam,Floor - Residential,430,27374.4274,2022-04-01
Eastern Province,Al Dhibiyah,Floor - Residential,3,14800.0,2022-04-01
Eastern Province,Al Oyoun,Floor - Residential,3,18666.66667,2022-04-01
Eastern Province,Al Qatif,Floor - Residential,72,18600.64516,2022-04-01
Eastern Province,Al Qaisumah,Floor - Residential,15,15171.42857,2022-04-01
Eastern Province,Al Nairyah,Floor - Residential,13,20777.77778,2022-04-01
Eastern Province,Buqayq,Floor - Residential,19,24888.88889,2022-04-01
Eastern Province,Hafar Al Batin,Floor - Residential,307,13773.6965,2022-04-01
Eastern Province,Ras Tanura,Floor - Residential,28,22316.66667,2022-04-01
Eastern Province,Qaryat Al Ulya,Floor - Residential,1,6000.0,2022-04-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Floor - Residential,1,24000.0,2022-04-01
Eastern Province,Al Ahsa,Apartment - Residential,8690,12230.42242,2022-04-01
Eastern Province,Al Jubail,Apartment - Residential,3844,18360.96439,2022-04-01
Eastern Province,Al Khobar,Apartment - Residential,10872,19191.20223,2022-04-01
Eastern Province,Al Khafji,Apartment - Residential,593,13200.03711,2022-04-01
Eastern Province,Dammam,Apartment - Residential,19690,17140.33162,2022-04-01
Eastern Province,Al Dhibiyah,Apartment - Residential,173,14781.13924,2022-04-01
Eastern Province,Al Su'ayrah,Apartment - Residential,2,12000.0,2022-04-01
Eastern Province,Al Oyoun,Apartment - Residential,244,12511.86792,2022-04-01
Eastern Province,Al Qatif,Apartment - Residential,2698,15871.95944,2022-04-01
Eastern Province,Al Qaisumah,Apartment - Residential,114,9331.645569,2022-04-01
Eastern Province,Al Nairyah,Apartment - Residential,212,14233.625,2022-04-01
Eastern Province,Buqayq,Apartment - Residential,185,16471.51899,2022-04-01
Eastern Province,Hafar Al Batin,Apartment - Residential,2614,10564.08706,2022-04-01
Eastern Province,Ras Tanura,Apartment - Residential,626,14746.64642,2022-04-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,14,9800.0,2022-04-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,4,7600.0,2022-04-01
Eastern Province,Mulayjah,Apartment - Residential,5,9120.0,2022-04-01
Eastern Province,Al Ahsa,Villa - Residential,119,19327.67857,2022-04-01
Eastern Province,Al Jubail,Villa - Residential,54,57686.27451,2022-04-01
Eastern Province,Al Khobar,Villa - Residential,683,81744.58362,2022-04-01
Eastern Province,Al Khafji,Villa - Residential,11,29000.0,2022-04-01
Eastern Province,Dammam,Villa - Residential,376,50258.62928,2022-04-01
Eastern Province,Al Dhibiyah,Villa - Residential,2,18000.0,2022-04-01
Eastern Province,Al Oyoun,Villa - Residential,2,38500.0,2022-04-01
Eastern Province,Al Qatif,Villa - Residential,20,18970.0,2022-04-01
Eastern Province,Al Qaisumah,Villa - Residential,1,22800.0,2022-04-01
Eastern Province,Al Nairyah,Villa - Residential,3,29333.33333,2022-04-01
Eastern Province,Buqayq,Villa - Residential,1,24000.0,2022-04-01
Eastern Province,Hafar Al Batin,Villa - Residential,27,22852.38095,2022-04-01
Eastern Province,Al Ahsa,Studio - Residential,951,9231.332357,2022-07-01
Eastern Province,Al Jubail,Studio - Residential,476,13551.89965,2022-07-01
Eastern Province,Al Khobar,Studio - Residential,1387,13731.79143,2022-07-01
Eastern Province,Al Khafji,Studio - Residential,104,14771.52941,2022-07-01
Eastern Province,Dammam,Studio - Residential,2933,11883.21814,2022-07-01
Eastern Province,Al Oyoun,Studio - Residential,23,8226.666666,2022-07-01
Eastern Province,Al Qatif,Studio - Residential,102,8971.022727,2022-07-01
Eastern Province,Al Qaisumah,Studio - Residential,10,12833.33333,2022-07-01
Eastern Province,Al Nairyah,Studio - Residential,48,13336.36364,2022-07-01
Eastern Province,Buqayq,Studio - Residential,24,11014.28571,2022-07-01
Eastern Province,Hafar Al Batin,Studio - Residential,1480,12259.34503,2022-07-01
Eastern Province,Ras Tanura,Studio - Residential,43,11997.89474,2022-07-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Studio - Residential,4,11600.0,2022-07-01
Eastern Province,Al Ahsa,Duplex - Residential,33,26265.625,2022-07-01
Eastern Province,Al Jubail,Duplex - Residential,12,31383.33333,2022-07-01
Eastern Province,Al Khobar,Duplex - Residential,143,55668.38235,2022-07-01
Eastern Province,Al Khafji,Duplex - Residential,3,26600.0,2022-07-01
Eastern Province,Dammam,Duplex - Residential,224,39400.06863,2022-07-01
Eastern Province,Al Oyoun,Duplex - Residential,2,15000.0,2022-07-01
Eastern Province,Al Qatif,Duplex - Residential,30,24874.28571,2022-07-01
Eastern Province,Hafar Al Batin,Duplex - Residential,12,14000.0,2022-07-01
Eastern Province,Ras Tanura,Duplex - Residential,4,25000.0,2022-07-01
Eastern Province,Al Ahsa,Floor - Residential,386,16381.79755,2022-07-01
Eastern Province,Al Jubail,Floor - Residential,35,36743.92,2022-07-01
Eastern Province,Al Khobar,Floor - Residential,181,28512.17949,2022-07-01
Eastern Province,Al Khafji,Floor - Residential,78,18163.49206,2022-07-01
Eastern Province,Dammam,Floor - Residential,495,26630.35012,2022-07-01
Eastern Province,Al Dhibiyah,Floor - Residential,15,14923.63636,2022-07-01
Eastern Province,Al Sadowi,Floor - Residential,1,12000.0,2022-07-01
Eastern Province,Al Oyoun,Floor - Residential,14,15892.30769,2022-07-01
Eastern Province,Al Qatif,Floor - Residential,76,18291.08108,2022-07-01
Eastern Province,Al Qaisumah,Floor - Residential,21,16080.0,2022-07-01
Eastern Province,Al Nairyah,Floor - Residential,27,16754.54545,2022-07-01
Eastern Province,Buqayq,Floor - Residential,37,24250.0,2022-07-01
Eastern Province,Hafar Al Batin,Floor - Residential,626,13679.91579,2022-07-01
Eastern Province,Ras Tanura,Floor - Residential,36,18648.27586,2022-07-01
Eastern Province,Qaryat Al Ulya,Floor - Residential,3,15000.0,2022-07-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Floor - Residential,4,19950.0,2022-07-01
Eastern Province,Al Ahsa,Apartment - Residential,14574,11559.53976,2022-07-01
Eastern Province,Al Jubail,Apartment - Residential,4986,18251.95176,2022-07-01
Eastern Province,Al Khobar,Apartment - Residential,12735,19479.0267,2022-07-01
Eastern Province,Al Khafji,Apartment - Residential,1783,11905.74245,2022-07-01
Eastern Province,Dammam,Apartment - Residential,28001,16772.18199,2022-07-01
Eastern Province,Al Dhibiyah,Apartment - Residential,586,12607.08861,2022-07-01
Eastern Province,Al Su'ayrah,Apartment - Residential,17,10030.76923,2022-07-01
Eastern Province,Al Sadowi,Apartment - Residential,4,6000.0,2022-07-01
Eastern Province,Al Oyoun,Apartment - Residential,547,10626.4257,2022-07-01
Eastern Province,Al Qatif,Apartment - Residential,3746,14940.9017,2022-07-01
Eastern Province,Al Qaisumah,Apartment - Residential,435,8494.650205,2022-07-01
Eastern Province,Al Nairyah,Apartment - Residential,869,13465.04523,2022-07-01
Eastern Province,Buqayq,Apartment - Residential,454,14335.17442,2022-07-01
Eastern Province,Hafar Al Batin,Apartment - Residential,9640,9119.086956,2022-07-01
Eastern Province,Ras Tanura,Apartment - Residential,882,14813.22411,2022-07-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,91,9850.877192,2022-07-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,60,9154.285714,2022-07-01
Eastern Province,Mulayjah,Apartment - Residential,22,10015.38462,2022-07-01
Eastern Province,Manakh,Apartment - Residential,1,4800.0,2022-07-01
Eastern Province,Yabrin,Apartment - Residential,3,10200.0,2022-07-01
Eastern Province,Al Ahsa,Villa - Residential,167,23224.30556,2022-07-01
Eastern Province,Al Jubail,Villa - Residential,62,46838.88889,2022-07-01
Eastern Province,Al Khobar,Villa - Residential,682,71725.43151,2022-07-01
Eastern Province,Al Khafji,Villa - Residential,17,29480.0,2022-07-01
Eastern Province,Dammam,Villa - Residential,508,48065.36842,2022-07-01
Eastern Province,Al Dhibiyah,Villa - Residential,11,20850.0,2022-07-01
Eastern Province,Al Oyoun,Villa - Residential,5,15400.0,2022-07-01
Eastern Province,Al Qatif,Villa - Residential,29,28653.84615,2022-07-01
Eastern Province,Al Qaisumah,Villa - Residential,3,26000.0,2022-07-01
Eastern Province,Al Nairyah,Villa - Residential,8,18600.0,2022-07-01
Eastern Province,Buqayq,Villa - Residential,1,40000.0,2022-07-01
Eastern Province,Hafar Al Batin,Villa - Residential,36,22027.58621,2022-07-01
Eastern Province,Ras Tanura,Villa - Residential,8,22166.66667,2022-07-01
Eastern Province,Qaryat Al Ulya,Villa - Residential,1,10000.0,2022-07-01
Eastern Province,Mulayjah,Villa - Residential,1,10000.0,2022-07-01
Eastern Province,Al Ahsa,Studio - Residential,615,9441.535632,2022-10-01
Eastern Province,Al Jubail,Studio - Residential,400,14293.42857,2022-10-01
Eastern Province,Al Khobar,Studio - Residential,1312,13269.46748,2022-10-01
Eastern Province,Al Khafji,Studio - Residential,60,13596.07843,2022-10-01
Eastern Province,Dammam,Studio - Residential,2708,12096.57295,2022-10-01
Eastern Province,Al Oyoun,Studio - Residential,13,15680.0,2022-10-01
Eastern Province,Al Qatif,Studio - Residential,127,9646.835443,2022-10-01
Eastern Province,Al Qaisumah,Studio - Residential,2,11400.0,2022-10-01
Eastern Province,Al Nairyah,Studio - Residential,62,15015.55556,2022-10-01
Eastern Province,Buqayq,Studio - Residential,15,11636.36364,2022-10-01
Eastern Province,Hafar Al Batin,Studio - Residential,382,10133.77483,2022-10-01
Eastern Province,Ras Tanura,Studio - Residential,27,11547.82609,2022-10-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Studio - Residential,7,19000.0,2022-10-01
Eastern Province,Al Ahsa,Duplex - Residential,34,24400.0,2022-10-01
Eastern Province,Al Jubail,Duplex - Residential,9,30571.42857,2022-10-01
Eastern Province,Al Khobar,Duplex - Residential,158,51601.24658,2022-10-01
Eastern Province,Al Khafji,Duplex - Residential,1,25000.0,2022-10-01
Eastern Province,Dammam,Duplex - Residential,248,39841.79556,2022-10-01
Eastern Province,Al Oyoun,Duplex - Residential,3,16000.0,2022-10-01
Eastern Province,Al Qatif,Duplex - Residential,36,28823.74286,2022-10-01
Eastern Province,Buqayq,Duplex - Residential,1,25000.0,2022-10-01
Eastern Province,Hafar Al Batin,Duplex - Residential,15,16615.38462,2022-10-01
Eastern Province,Ras Tanura,Duplex - Residential,1,23000.0,2022-10-01
Eastern Province,Al Ahsa,Floor - Residential,338,16540.33108,2022-10-01
Eastern Province,Al Jubail,Floor - Residential,17,27000.0,2022-10-01
Eastern Province,Al Khobar,Floor - Residential,237,33405.40909,2022-10-01
Eastern Province,Al Khafji,Floor - Residential,74,18170.0,2022-10-01
Eastern Province,Dammam,Floor - Residential,525,27407.43333,2022-10-01
Eastern Province,Al Dhibiyah,Floor - Residential,9,18150.0,2022-10-01
Eastern Province,Al Oyoun,Floor - Residential,24,17600.0,2022-10-01
Eastern Province,Al Qatif,Floor - Residential,66,16935.0,2022-10-01
Eastern Province,Al Qaisumah,Floor - Residential,36,14600.0,2022-10-01
Eastern Province,Al Nairyah,Floor - Residential,39,19612.90323,2022-10-01
Eastern Province,Buqayq,Floor - Residential,44,28806.89655,2022-10-01
Eastern Province,Hafar Al Batin,Floor - Residential,374,14107.33333,2022-10-01
Eastern Province,Ras Tanura,Floor - Residential,42,20281.88571,2022-10-01
Eastern Province,Samudah,Floor - Residential,1,12000.0,2022-10-01
Eastern Province,Qaryat Al Ulya,Floor - Residential,1,10800.0,2022-10-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Floor - Residential,1,15000.0,2022-10-01
Eastern Province,Mulayjah,Floor - Residential,1,6000.0,2022-10-01
Eastern Province,Al Ahsa,Apartment - Residential,11506,11987.64206,2022-10-01
Eastern Province,Al Jubail,Apartment - Residential,5884,18461.47823,2022-10-01
Eastern Province,Al Khobar,Apartment - Residential,14723,19125.54297,2022-10-01
Eastern Province,Al Khafji,Apartment - Residential,1264,12343.3445,2022-10-01
Eastern Province,Dammam,Apartment - Residential,27143,17041.75487,2022-10-01
Eastern Province,Al Dhibiyah,Apartment - Residential,427,12574.35028,2022-10-01
Eastern Province,Al Su'ayrah,Apartment - Residential,13,8228.571428,2022-10-01
Eastern Province,Al Oyoun,Apartment - Residential,327,11926.43571,2022-10-01
Eastern Province,Al Qatif,Apartment - Residential,3223,15588.46604,2022-10-01
Eastern Province,Al Qaisumah,Apartment - Residential,240,8162.015503,2022-10-01
Eastern Province,Al Nairyah,Apartment - Residential,1051,13533.68421,2022-10-01
Eastern Province,Buqayq,Apartment - Residential,374,16220.70039,2022-10-01
Eastern Province,Hafar Al Batin,Apartment - Residential,6703,8905.444816,2022-10-01
Eastern Province,Khubayra,Apartment - Residential,1,6000.0,2022-10-01
Eastern Province,Ras Tanura,Apartment - Residential,792,14943.22432,2022-10-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,70,10170.73171,2022-10-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,72,9138.235294,2022-10-01
Eastern Province,Mulayjah,Apartment - Residential,19,7445.454545,2022-10-01
Eastern Province,Yabrin,Apartment - Residential,3,6000.0,2022-10-01
Eastern Province,Al Ahsa,Villa - Residential,199,21393.78882,2022-10-01
Eastern Province,Al Jubail,Villa - Residential,77,60635.05797,2022-10-01
Eastern Province,Al Khobar,Villa - Residential,655,78725.88536,2022-10-01
Eastern Province,Al Khafji,Villa - Residential,10,21022.22222,2022-10-01
Eastern Province,Dammam,Villa - Residential,507,51171.58738,2022-10-01
Eastern Province,Al Dhibiyah,Villa - Residential,4,18900.0,2022-10-01
Eastern Province,Al Oyoun,Villa - Residential,1,20000.0,2022-10-01
Eastern Province,Al Qatif,Villa - Residential,23,30561.90476,2022-10-01
Eastern Province,Al Qaisumah,Villa - Residential,3,10200.0,2022-10-01
Eastern Province,Al Nairyah,Villa - Residential,14,28785.71429,2022-10-01
Eastern Province,Buqayq,Villa - Residential,3,41500.0,2022-10-01
Eastern Province,Hafar Al Batin,Villa - Residential,23,19589.47368,2022-10-01
Eastern Province,Ras Tanura,Villa - Residential,7,47000.0,2022-10-01
Eastern Province,Yabrin,Villa - Residential,1,50000.0,2022-10-01
Eastern Province,Al Ahsa,Studio - Residential,609,10229.19718,2023-01-01
Eastern Province,Al Jubail,Studio - Residential,718,13297.31458,2023-01-01
Eastern Province,Al Khobar,Studio - Residential,1503,13239.20313,2023-01-01
Eastern Province,Al Khafji,Studio - Residential,73,12943.60656,2023-01-01
Eastern Province,Dammam,Studio - Residential,2515,12176.44784,2023-01-01
Eastern Province,Al Oyoun,Studio - Residential,14,8288.888888,2023-01-01
Eastern Province,Al Qatif,Studio - Residential,142,12090.56604,2023-01-01
Eastern Province,Al Qaisumah,Studio - Residential,1,12000.0,2023-01-01
Eastern Province,Al Nairyah,Studio - Residential,61,15903.57143,2023-01-01
Eastern Province,Buqayq,Studio - Residential,22,13000.0,2023-01-01
Eastern Province,Hafar Al Batin,Studio - Residential,310,10424.84472,2023-01-01
Eastern Province,Ras Tanura,Studio - Residential,52,13668.18182,2023-01-01
Eastern Province,Al Ahsa,Duplex - Residential,23,24126.08696,2023-01-01
Eastern Province,Al Jubail,Duplex - Residential,26,34316.66667,2023-01-01
Eastern Province,Al Khobar,Duplex - Residential,165,56401.83803,2023-01-01
Eastern Province,Dammam,Duplex - Residential,334,40152.61049,2023-01-01
Eastern Province,Al Oyoun,Duplex - Residential,1,18000.0,2023-01-01
Eastern Province,Al Qatif,Duplex - Residential,23,24826.69565,2023-01-01
Eastern Province,Al Nairyah,Duplex - Residential,1,21600.0,2023-01-01
Eastern Province,Hafar Al Batin,Duplex - Residential,11,18327.27273,2023-01-01
Eastern Province,Ras Tanura,Duplex - Residential,3,24333.33333,2023-01-01
Eastern Province,Al Ahsa,Floor - Residential,276,16844.11064,2023-01-01
Eastern Province,Al Jubail,Floor - Residential,29,27155.0,2023-01-01
Eastern Province,Al Khobar,Floor - Residential,225,28800.26667,2023-01-01
Eastern Province,Al Khafji,Floor - Residential,57,19689.79592,2023-01-01
Eastern Province,Dammam,Floor - Residential,516,26399.17783,2023-01-01
Eastern Province,Al Dhibiyah,Floor - Residential,10,14825.0,2023-01-01
Eastern Province,Al Oyoun,Floor - Residential,14,12440.0,2023-01-01
Eastern Province,Al Qatif,Floor - Residential,63,20374.85246,2023-01-01
Eastern Province,Al Qaisumah,Floor - Residential,33,15360.0,2023-01-01
Eastern Province,Al Nairyah,Floor - Residential,27,21533.33333,2023-01-01
Eastern Province,Buqayq,Floor - Residential,43,30116.66667,2023-01-01
Eastern Province,Hafar Al Batin,Floor - Residential,338,14195.62044,2023-01-01
Eastern Province,Ras Tanura,Floor - Residential,27,21770.0,2023-01-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Floor - Residential,4,16100.0,2023-01-01
Eastern Province,Mulayjah,Floor - Residential,1,17000.0,2023-01-01
Eastern Province,Al Ahsa,Apartment - Residential,11013,12202.23881,2023-01-01
Eastern Province,Al Buwaybiyat,Apartment - Residential,1,6000.0,2023-01-01
Eastern Province,Al Jubail,Apartment - Residential,6146,18483.11166,2023-01-01
Eastern Province,Al Khobar,Apartment - Residential,14594,18948.03709,2023-01-01
Eastern Province,Al Khafji,Apartment - Residential,1418,12396.95528,2023-01-01
Eastern Province,Dammam,Apartment - Residential,28130,16941.14278,2023-01-01
Eastern Province,Al Dhibiyah,Apartment - Residential,456,12169.34097,2023-01-01
Eastern Province,Al Su'ayrah,Apartment - Residential,8,7983.333333,2023-01-01
Eastern Province,Al Sadowi,Apartment - Residential,1,6000.0,2023-01-01
Eastern Province,Al Oyoun,Apartment - Residential,310,11703.44355,2023-01-01
Eastern Province,Al Qatif,Apartment - Residential,3094,15556.5654,2023-01-01
Eastern Province,Al Qaisumah,Apartment - Residential,244,9938.095238,2023-01-01
Eastern Province,Al Nairyah,Apartment - Residential,1036,14496.63066,2023-01-01
Eastern Province,Buqayq,Apartment - Residential,488,15897.19328,2023-01-01
Eastern Province,Hafar Al Batin,Apartment - Residential,6399,9611.596244,2023-01-01
Eastern Province,Ras Tanura,Apartment - Residential,778,15017.85714,2023-01-01
Eastern Province,Qaryat Al Ulya,Apartment - Residential,78,9551.020408,2023-01-01
Eastern Province,Qaryat Al Ulya - Al Rafi'ah,Apartment - Residential,54,7210.344827,2023-01-01
Eastern Province,Mulayjah,Apartment - Residential,8,11742.85714,2023-01-01
Eastern Province,Manakh,Apartment - Residential,1,5000.0,2023-01-01
Eastern Province,Al Ahsa,Villa - Residential,138,23868.37607,2023-01-01
Eastern Province,Al Jubail,Villa - Residential,74,52077.20588,2023-01-01
Eastern Province,Al Khobar,Villa - Residential,753,79149.3864,2023-01-01
Eastern Province,Al Khafji,Villa - Residential,13,29966.66667,2023-01-01
Eastern Province,Dammam,Villa - Residential,574,50602.11506,2023-01-01
